id,value
id_191,20.735568919241803
id_192,23.997518008787132
id_193,32.6420261820457
id_194,27.299245440679083
id_195,16.649371109172066
id_196,11.945078364284472
id_197,17.472131575945433
id_198,26.74392604284505
id_199,14.383561697434295
id_200,13.626145970763254
id_201,23.56974921239459
id_202,35.50053559583163
id_203,64.36765507733213
id_204,10.178462755955831
id_205,22.201579712634103
id_206,45.72778409501535
id_207,43.46730549079953
id_208,25.257058538917214
id_209,26.889233236689407
id_210,39.6756253624071
id_211,40.09302582993522
id_212,39.98322255509575
id_213,9.267987177330806
id_214,21.04502607004258
id_215,7.313726545994513
id_216,46.00085747988293
id_217,10.10004279539677
id_218,34.822172780392506
id_219,86.44769686680252
id_220,50.991503628633794
id_221,21.28083467315874
id_222,38.89153580794569
id_223,77.11561423377302
id_224,29.815144691856982
id_225,18.420200935810776
id_226,17.69172079320797
id_227,40.13024708764439
id_228,34.93246372956627
id_229,31.584030283332332
id_230,7.965874799068461
id_231,29.529773064367756
id_232,4.822513564276324
id_233,28.368581517241083
id_234,52.382311484692906
id_235,22.024558811064967
id_236,19.121826562424566
id_237,13.857029044621823
id_238,17.80194772770229
id_239,30.623235777600357
id_240,30.71780176534964
id_241,65.20616833280755
id_242,33.51415826397041
id_243,31.39663802180814
id_244,47.728557995560784
id_245,38.68859045035666
id_246,41.066804120355556
id_247,42.231863322581724
id_248,22.74528681235838
id_249,11.169163183215872
id_250,14.475723108151131
id_251,34.38619206847673
id_252,19.01508923144244
id_253,23.41843276586004
id_254,22.785294008266717
id_255,28.58765261076348
id_256,36.37129800701197
id_257,10.210907066638873
id_258,30.946395128582168
id_259,34.289115628616706
