id,value
id_127,16.793123804567898
id_128,26.44717240474221
id_129,49.88441395642563
id_130,9.89261141461001
id_131,51.56749777179732
id_132,20.867525900862105
id_133,5.503761651856232
id_134,22.624246495323472
id_135,31.892493038578518
id_136,68.75927694632573
id_137,90.22313254910537
id_138,27.439814601515064
id_139,51.29004009316469
id_140,73.34270222138078
id_141,14.606419404806472
id_142,39.04728218588144
id_143,26.20155845805992
id_144,31.813106807086076
id_145,12.063102717136431
id_146,28.723144143681616
id_147,44.838678249866085
id_148,28.189442836444357
id_149,17.456665761903718
id_150,33.23393080243645
id_151,39.082857940351154
id_152,57.18491993598013
id_153,23.154019327705857
id_154,11.350157114219678
id_155,54.72899339635188
id_156,16.31017578551817
id_157,24.11078908954526
id_158,45.0479826428776
id_159,26.750649093826283
id_160,15.311132842551523
id_161,99.52938580284334
id_162,61.92438598977787
id_163,53.43229907289809
id_164,39.019140280942324
id_165,35.976288902590646
id_166,60.387537743358536
id_167,53.470038671884865
id_168,11.947763184932505
id_169,28.571426172055556
id_170,28.67337969388575
id_171,28.965845524979155
id_172,31.87060086828053
id_173,42.033448549506076
id_174,89.52701633524147
id_175,50.946631085607805
id_176,21.436783250576834
id_177,33.045589239010646
id_178,51.434407074793235
id_179,26.679070210521616
id_180,12.499547368166688
id_181,36.22492254621877
id_182,25.501623664917336
id_183,35.97231539217239
id_184,17.576828796173572
id_185,43.585790895456306
id_186,35.573891209935006
id_187,44.133333315930734
id_188,68.01697419724569
id_189,58.484624684593584
id_190,8.588544975750002
id_191,24.48966097494939
id_192,21.212053370612058
id_193,30.1487217774527
id_194,26.086188203015077
id_195,16.037260578429134
id_196,12.186578117572394
id_197,15.812188343372979
id_198,24.11815639350798
id_199,15.352939417020462
id_200,10.091920375680997
id_201,26.294160134144125
id_202,42.81991691759253
id_203,74.12541106697199
id_204,5.031455520995956
id_205,19.400773129317678
id_206,51.79563726793926
id_207,49.028802533284605
id_208,25.427708748126474
id_209,28.642410790492132
id_210,51.13221098088834
id_211,36.87571175865929
id_212,35.602957463916425
id_213,8.887780086750023
id_214,15.328711889887385
id_215,5.881400149939548
id_216,53.45102872171851
id_217,7.756966970374239
id_218,34.07160620315709
id_219,91.95430079406013
id_220,52.59116299129159
id_221,19.737462606612603
id_222,39.98447957700499
id_223,91.40029888378112
id_224,28.100802423323188
id_225,18.861408712560035
id_226,16.648443377137763
id_227,46.6039780736258
id_228,36.12468676579689
id_229,29.37124401306601
id_230,4.649715418268815
id_231,27.877570150021956
id_232,1.8495223603498232
id_233,33.07758474594331
id_234,62.93907394423046
id_235,18.819915864533453
id_236,13.713008711223221
id_237,17.868264204511924
id_238,12.815488964931536
id_239,27.39214653265154
id_240,31.474302911651005
id_241,75.10284803808645
id_242,34.24841197435537
id_243,26.31886411370316
id_244,60.11583866283654
id_245,50.952206300258226
id_246,43.171500412187854
id_247,46.45881838585822
id_248,21.741311259327468
id_249,8.504166499195467
id_250,11.22482517818721
id_251,40.64465447174715
id_252,16.987354574428082
id_253,21.032379205281327
id_254,20.551975506572585
id_255,29.16766284815583
id_256,37.349804759701556
id_257,5.121274068201146
id_258,32.91422875288417
id_259,35.58841084139436
